Good quality for being refurbished,"Despite the basic packaging, I was quite impressed with the condition of the phone, it looked brand new without a single scratch, which was one of my main concerns, when purchasing a refurbished phone. It also came with nicely packaged; headphones, aux adapter cable, and a charger. What I like the most about this purchase, was the fact that it was SIM unlocked(read some reviews saying it wasn’t). I was able to insert my AT&amp;T SIM card and have it work immediately without any complications, I was able to call/text people within minutes of activating the phone. I’ve only had this phone for a week now and so far nothing seems to raise any red flags yet, I’ll update my review if anything changes.",2018年7月4日 在美国审核
Just don't do it.,"Leason learned with this one.I received the phone a couple weeks ago, but waited for my daughter to get home from college for Christmas before activating it.After she activated it, she was having problems sending messages, etc., so she went to the Verizon store for help.She was told the serial number for the phone is blacklisted because it has been reported lost or stolen.When we tried to re-active her old phone, her number had been blocked for fraud associated with the stolen/lost phone.She and my husband were on the phone with Verizon last night for more than two hours trying to get this mess resolved.Don't do it.It's not worth it.Just get a new phone.",2018年12月15日 在美国审核
A great phone from a great seller!,"I researched the iPhone 6,7, and 8 as replacements for my aging 5s. I also sought out sellers with good ratings for this purchase. I settled on MyWit based on their reviews and their volume of sales. The phone arrived a day early and it is absolutely pristine. If it is a refurb, there are zero signs of that as there are no marks anywhere on it. Not even finger prints or dust. It came with a nice flex lighting cable and Apple charger (no sim as advertised).I put the sim card from my old iPhone 5s in it and went through the setup questions. I had a fully functional iPhone 8in 5 minutes tops.I selected the iPhone 8 over the 6 or 7 due to the advanced technology in the 8. It is worth the extra $100 over the same size 7.It is fast but the battery lasts all day without showing significant signs of needing a charge.I also purchased a Speck Candy Shell case for this phone. The iPhone 8 has a glass back for wireless charging and it is very smooth and slick to hold. With my dry fingers, it is difficult to even use the phone so a case is necessary to give it some grip. The Speck case is a perfect, anti-slip and lots of drop and screen protection. See this case here https://www.amazon.com/Speck-Products-CandyShell-Phone-iPhone/dp/B01K094IZ8Very pleased with the seller too and I would certainly use them for another phone purchase without question!",2019年3月28日 在美国审核
"Nice iPhone, no problems.","iPhone didn't come in original packaging and with original accesses. Which was expected. Had couple very minor scratches, which is expected as well. It was fully unlocked (I have tested it). IMEI was not reported lost/stolen ether. Overall it's quite nice and for a good price.",2019年7月11日 在美国审核
Bad refurbished,The screen was too dark even with brightness at 100% the screen didnt look the way is supposed to,2018年7月26日 在美国审核
I wouldn’t do it 🤷🏽‍♂️,Package arrived on time. But the phone was not unlocked as advertised,2018年9月6日 在美国审核
"after I used this phone, it have some problems ...","after I used this phone, it have some problems.it will automatically restart when I use it,especially charging.i was scared,because i have no extra money to change another phone.i was bothered by this problem.",2018年8月23日 在美国审核
Do not buy from this seller.,I should be able to give zero stars. This is a scam. The phone I got is faulty and the charger never worked. I have to spend money to get it fixed and I have to buy a charger. I am reluctant to spend money to get it fixed because it might still not work. I am stuck with a useless piece of crap.,2018年9月15日 在美国审核
ME ESTAFO,"COMPRE UN IPHONE 8 DE 256 GB TAL COMO ESTA EN LA PUBLICACION Y EN EL RECIBO DE COMPRA Y ASI ME LO COBRO. PERO CUANDO ME LO MANDO ERA UN IPHONE 8 DE 64 GB, CUYO VALOR OBVIAMENTE ES MENOR.<br>ES UN PESIMO VENDEDOR, UN ESTAFADOR... TENGAN CUIDADO<br>SI ALGO DE DECENCIA LE QUEDA QUE ME DEVUELVA EL VALOR DE LA DIFERENCIA.</br></br>",2018年10月16日 在美国审核
No complaints,"I’ve had this phone for just over two weeks now, and I haven’t had any issues with it (:::knock on wood:::). My carrier is T-Mobile, so connecting to the network was as simple as transferring my sim card from my dinosaur 5s to this phone. I feel like I got what I paid for, and I am satisfied with my purchase.",2018年9月16日 在美国审核
The whole side of the phone came damaged,"The whole side of the phone is cracked and is obviously in bad condition, I do not recommend this to anyone.",2019年6月11日 在美国审核
It’s a scam in a good way,I am very very confused because I got an iPhone 11 Pro Max and not a red iPhone 8. But I don’t care it’s so much better,2019年11月5日 在美国审核
